species,order,family,pop,author,class,region,location,lon,lat,hybrid,island,habitat_type,doi_data,doi_paper,num_individuals,num_loci,gene_diversity,allelic_richness,global_fst,Ne,Ne_lower,Ne_upper,migratory_bird
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_CH,Moussy,mammal,Europe,Switzerland,6.52,46.79,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,9,NA,0.644444444444444,4.0701060377531,-0.0497251970011596,NA,13.4,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK3,Moussy,mammal,Europe,UK,-0.06,50.91,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,5,NA,0.538,3.5,0.0803844203282944,5.6,1.3,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK12,Moussy,mammal,Europe,UK,-0.99,50.86,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,26,NA,0.573742603550296,3.46719174995675,0.100053232411804,54.4,18.8,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK8,Moussy,mammal,Europe,UK,-0.4,51.37,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,23,NA,0.59007561436673,3.46959289494312,0.0720607622611189,28.2,12,264.4,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK19,Moussy,mammal,Europe,UK,-2.61,51.23,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,43,NA,0.650946457544619,3.70959348277372,-0.0131910562234128,77.7,34.3,1537.7,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK9,Moussy,mammal,Europe,UK,-0.22,52.13,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,11,NA,0.482644628099174,2.96284659612833,0.222147204371734,15.3,2.8,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_PL1,Moussy,mammal,Europe,Poland,18.12,50.2,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,20,NA,0.618,3.76190207113195,0.0248971777458725,46.8,15.1,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK22,Moussy,mammal,Europe,UK,-2.74,50.73,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,25,NA,0.59016,3.63262377512115,0.0735750370815028,162.9,27.1,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_PL3,Moussy,mammal,Europe,Poland,23.13,53.4,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,12,NA,0.661458333333333,4.10995953613399,-0.0618237913818891,78.1,9.4,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK25,Moussy,mammal,Europe,UK,-1.15,50.67,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,13,NA,0.523076923076923,3.18870391689344,0.163115636045972,21.2,6.3,NA,NA
